pair,raw_points,kept_points,mean_reproj_err_px,median_angle_deg
frame_002-frame_003,585,0,nan,0.3667988656110212
frame_003-frame_004,566,2,0.1315703890130595,0.8738702545768735
frame_004-frame_005,556,18,0.25422325575785487,0.6306620729467014
frame_005-frame_006,509,15,0.38263898632053683,0.5659707734771652
frame_006-frame_007,502,23,0.5167470813980913,0.7614933648830344
frame_007-frame_008,564,13,2.8752655088795347,0.6483493180845086
frame_008-frame_009,464,143,0.3392462323032184,1.0613872658177035
frame_009-frame_010,563,563,0.47935038620492054,4.005452617409242
frame_010-frame_011,598,13,0.2946852810929363,1.0521752887323332
frame_011-frame_012,630,335,0.2593692244236001,2.14703713305137
frame_012-frame_013,545,156,0.7825947407740289,1.4716295169911413
frame_013-frame_014,587,586,0.3691896013821637,3.4953296774001235
frame_014-frame_015,506,18,0.34571231255275303,0.819919428662876
frame_015-frame_016,622,340,0.35623421439702396,2.2582024010297443
frame_016-frame_017,596,19,0.5698792451345516,0.3599641810547233
frame_017-frame_018,700,14,1.7382414858953399,0.8355846433708292
frame_018-frame_019,566,289,0.3873847818600564,2.1511311618030184
frame_019-frame_020,585,14,0.37904201143320015,1.3058476631550733
frame_020-frame_021,608,0,nan,0.6904227565791734
frame_021-frame_022,650,432,0.6746968846745702,2.856050608281966
frame_022-frame_023,596,9,0.9330446072061263,0.925419431241822
frame_023-frame_024,653,0,nan,0.5161505930246603
frame_024-frame_025,547,114,0.4699189032587465,1.4870567863657542
frame_025-frame_026,672,156,0.28026690561233525,1.6473272195410127
frame_026-frame_027,627,5,1.0883675367962817,0.6540868056446185
frame_027-frame_028,688,13,0.66141806433118,0.6957158849029241
frame_028-frame_029,686,40,0.37879065233526943,1.199398316365
frame_029-frame_030,692,189,0.32693244678168765,1.7379877624971023
frame_030-frame_031,682,368,0.5482154253500839,2.2004206796190053
frame_031-frame_032,680,208,0.37651226364918433,1.7770276881622655
frame_032-frame_033,627,1,3.1920004046108668,0.8025527206068729
frame_033-frame_034,720,2,2.5552999640254757,0.515209882439646
frame_034-frame_035,691,276,0.2751423494776567,1.725621056007805
frame_035-frame_036,584,52,0.3151347030576844,0.4745668333827189
frame_036-frame_037,654,3,0.19613399912799492,0.6931242638620438
frame_037-frame_038,626,3,2.065591283102293,0.36024256994779535
frame_038-frame_039,722,19,1.4943515151242481,0.750067703253941
frame_039-frame_040,549,0,nan,0.7435457068420931
frame_040-frame_041,524,0,nan,0.44773176826582795
frame_041-frame_042,673,403,0.4643052558309363,2.7148572328135034
frame_042-frame_043,612,84,0.4343245720547214,1.57817820654284
frame_043-frame_044,651,1,1.0805688544565075,0.903548458312085
frame_044-frame_045,721,2,0.7619898674891159,0.32516771539565986
frame_045-frame_046,707,8,0.3855647522970457,0.5243104457679731
frame_046-frame_047,636,25,0.4011195143901298,1.4194343247953225
frame_047-frame_048,536,5,0.606028272705553,0.626468210020678
frame_048-frame_049,824,0,nan,0.0776340880165731
frame_049-frame_050,701,0,nan,0.2045643297506009
frame_050-frame_051,493,493,0.4776883851458464,4.415591554737999
frame_051-frame_052,528,5,1.5799431190562476,0.8605599493527845
frame_052-frame_053,631,0,nan,0.7220107724890278
frame_053-frame_054,533,1,1.5743335547646946,1.1326255578838869
frame_054-frame_055,622,0,nan,0.5572796376107898
frame_055-frame_056,597,4,0.23200909306833012,1.3745809183448554
